protocolo,municipio,uf,data,cobrade,ibge,regiao,descricao_tipologia,grupo_de_desastre,evento
SP-A-3524600-12200-20080112,Jacupiranga,SP,2008-01-12,12200,3524600,Sudeste,Enxurradas,Hidrológico,1
SP-A-3524600-12200-20090223,Jacupiranga,SP,2009-02-23,12200,3524600,Sudeste,Enxurradas,Hidrológico,1
SP-C-3524709-12300-20080317,Jaguariúna,SP,2008-03-17,12300,3524709,Sudeste,Alagamentos,Hidrológico,1
SP-J-3524907-12300-20100101,Jambeiro,SP,2010-01-01,12300,3524907,Sudeste,Alagamentos,Hidrológico,1
SP-C-3525003-12200-20080217,Jandira,SP,2008-02-17,12200,3525003,Sudeste,Enxurradas,Hidrológico,1
SP-C-3525300-12100-20080406,Jaú,SP,2008-04-06,12100,3525300,Sudeste,Inundações,Hidrológico,1
SP-C-3525300-12300-20090310,Jaú,SP,2009-03-10,12300,3525300,Sudeste,Alagamentos,Hidrológico,1
SP-C-3525300-12100-20091202,Jaú,SP,2009-12-02,12100,3525300,Sudeste,Inundações,Hidrológico,1
SP-C-3525300-12100-20091229,Jaú,SP,2009-12-29,12100,3525300,Sudeste,Inundações,Hidrológico,1
SP-N-3525300-12300-20110117,Jaú,SP,2011-01-17,12300,3525300,Sudeste,Alagamentos,Hidrológico,1
SP-C-3525300-12300-20110228,Jaú,SP,2011-02-28,12300,3525300,Sudeste,Alagamentos,Hidrológico,1
SP-A-3525300-12200-20111115,Jaú,SP,2011-11-15,12200,3525300,Sudeste,Enxurradas,Hidrológico,1
SP-R-3525300-12300-20120123,Jaú,SP,2012-01-23,12300,3525300,Sudeste,Alagamentos,Hidrológico,1
SP-C-3525300-12300-20120227,Jaú,SP,2012-02-27,12300,3525300,Sudeste,Alagamentos,Hidrológico,1
SP-J-3525300-12100-20130115,Jaú,SP,2013-01-15,12100,3525300,Sudeste,Inundações,Hidrológico,1
SP-R-3525300-12300-20130206,Jaú,SP,2013-02-06,12300,3525300,Sudeste,Alagamentos,Hidrológico,1
SP-C-3525508-12100-20101226,Joanópolis,SP,2010-12-26,12100,3525508,Sudeste,Inundações,Hidrológico,1
SP-A-3525508-12100-20110113,Joanópolis,SP,2011-01-13,12100,3525508,Sudeste,Inundações,Hidrológico,1
SP-C-3525706-12200-20110225,José Bonifácio,SP,2011-02-25,12200,3525706,Sudeste,Enxurradas,Hidrológico,1
SP-P-3525854-12200-20110125,Jumirim,SP,2011-01-25,12200,3525854,Sudeste,Enxurradas,Hidrológico,1
SP-C-3525904-12100-20090208,Jundiaí,SP,2009-02-08,12100,3525904,Sudeste,Inundações,Hidrológico,1
SP-N-3525904-12200-20100105,Jundiaí,SP,2010-01-05,12200,3525904,Sudeste,Enxurradas,Hidrológico,1
SP-R-3525904-12200-20130109,Jundiaí,SP,2013-01-09,12200,3525904,Sudeste,Enxurradas,Hidrológico,1
SP-A-3526001-12200-20090128,Junqueirópolis,SP,2009-01-28,12200,3526001,Sudeste,Enxurradas,Hidrológico,1
SP-P-3526001-12200-20090923,Junqueirópolis,SP,2009-09-23,12200,3526001,Sudeste,Enxurradas,Hidrológico,1
SP-C-3526100-12300-20080112,Juquiá,SP,2008-01-12,12300,3526100,Sudeste,Alagamentos,Hidrológico,1
SP-C-3526100-12100-20090224,Juquiá,SP,2009-02-24,12100,3526100,Sudeste,Inundações,Hidrológico,1
SP-A-3526100-12200-20090318,Juquiá,SP,2009-03-18,12200,3526100,Sudeste,Enxurradas,Hidrológico,1
SP-P-3526100-12200-20090722,Juquiá,SP,2009-07-22,12200,3526100,Sudeste,Enxurradas,Hidrológico,1
SP-A-3526100-12100-20100122,Juquiá,SP,2010-01-22,12100,3526100,Sudeste,Inundações,Hidrológico,1
SP-F-3526100-12100-20140215,Juquiá,SP,2014-03-17,12100,3526100,Sudeste,Inundações,Hidrológico,1
SP-A-3526209-12200-20100119,Juquitiba,SP,2010-01-19,12200,3526209,Sudeste,Enxurradas,Hidrológico,1
SP-A-3526209-12200-20110202,Juquitiba,SP,2011-02-02,12200,3526209,Sudeste,Enxurradas,Hidrológico,1
SP-A-3526209-12200-20120621,Juquitiba,SP,2012-06-21,12200,3526209,Sudeste,Enxurradas,Hidrológico,1
SP-J-3526308-12100-20130111,Lagoinha,SP,2013-01-11,12100,3526308,Sudeste,Inundações,Hidrológico,1
SP-R-3526407-12200-20130113,Laranjal Paulista,SP,2013-01-13,12200,3526407,Sudeste,Enxurradas,Hidrológico,1
SP-F-3526704-12300-20160211,Leme,SP,2016-02-11,12300,3526704,Sudeste,Alagamentos,Hidrológico,1
SP-A-3526803-12200-20110117,Lençóis Paulista,SP,2011-01-17,12200,3526803,Sudeste,Enxurradas,Hidrológico,1
SP-J-3526902-12100-20110106,Limeira,SP,2011-01-06,12100,3526902,Sudeste,Inundações,Hidrológico,1
SP-P-3526902-12200-20110203,Limeira,SP,2011-02-03,12200,3526902,Sudeste,Enxurradas,Hidrológico,1
SP-C-3527108-12300-20080313,Lins,SP,2008-03-13,12300,3527108,Sudeste,Alagamentos,Hidrológico,1
SP-J-3527108-12300-20090126,Lins,SP,2009-01-26,12300,3527108,Sudeste,Alagamentos,Hidrológico,1
SP-C-3527108-12300-20090311,Lins,SP,2009-03-11,12300,3527108,Sudeste,Alagamentos,Hidrológico,1
SP-C-3527108-12300-20091225,Lins,SP,2009-12-25,12300,3527108,Sudeste,Alagamentos,Hidrológico,1
SP-C-3527108-12300-20120211,Lins,SP,2012-02-11,12300,3527108,Sudeste,Alagamentos,Hidrológico,1
SP-R-3527108-12300-20130109,Lins,SP,2013-01-09,12300,3527108,Sudeste,Alagamentos,Hidrológico,1
SP-R-3527108-12300-20130125,Lins,SP,2013-01-25,12300,3527108,Sudeste,Alagamentos,Hidrológico,1
SP-R-3527108-12200-20130202,Lins,SP,2013-02-02,12200,3527108,Sudeste,Enxurradas,Hidrológico,1
SP-F-3527108-12200-20130106,Lins,SP,2013-03-14,12200,3527108,Sudeste,Enxurradas,Hidrológico,1
SP-R-3527108-12200-20130316,Lins,SP,2013-03-16,12200,3527108,Sudeste,Enxurradas,Hidrológico,1
SP-C-3527207-12300-20090110,Lorena,SP,2009-01-10,12300,3527207,Sudeste,Alagamentos,Hidrológico,1
SP-C-3527207-12300-20090209,Lorena,SP,2009-02-09,12300,3527207,Sudeste,Alagamentos,Hidrológico,1
SP-A-3527207-12200-20090310,Lorena,SP,2009-03-10,12200,3527207,Sudeste,Enxurradas,Hidrológico,1
SP-J-3527207-12100-20100328,Lorena,SP,2010-03-28,12100,3527207,Sudeste,Inundações,Hidrológico,1
SP-C-3527207-12100-20101207,Lorena,SP,2010-12-07,12100,3527207,Sudeste,Inundações,Hidrológico,1
SP-C-3527207-12100-20110329,Lorena,SP,2011-03-29,12100,3527207,Sudeste,Inundações,Hidrológico,1
SP-A-3527256-12200-20091229,Lourdes,SP,2009-12-29,12200,3527256,Sudeste,Enxurradas,Hidrológico,1
SP-P-3527256-12200-20100310,Lourdes,SP,2010-03-10,12200,3527256,Sudeste,Enxurradas,Hidrológico,1
SP-P-3527256-12200-20110210,Lourdes,SP,2011-02-10,12200,3527256,Sudeste,Enxurradas,Hidrológico,1
SP-A-3527405-12200-20090129,Lucélia,SP,2009-01-29,12200,3527405,Sudeste,Enxurradas,Hidrológico,1
SP-A-3527405-12200-20091229,Lucélia,SP,2009-12-29,12200,3527405,Sudeste,Enxurradas,Hidrológico,1
SP-P-3527405-12200-20100315,Lucélia,SP,2010-03-15,12200,3527405,Sudeste,Enxurradas,Hidrológico,1
SP-A-3527405-12200-20101008,Lucélia,SP,2010-10-08,12200,3527405,Sudeste,Enxurradas,Hidrológico,1
SP-J-3527405-12100-20130114,Lucélia,SP,2013-01-14,12100,3527405,Sudeste,Inundações,Hidrológico,1
SP-F-3528205-12200-20170219,Macedônia,SP,2017-02-19,12200,3528205,Sudeste,Enxurradas,Hidrológico,1
SP-C-3528502-12100-20120608,Mairiporã,SP,2012-06-08,12100,3528502,Sudeste,Inundações,Hidrológico,1
SP-A-3528601-12200-20091208,Manduri,SP,2009-12-08,12200,3528601,Sudeste,Enxurradas,Hidrológico,1
SP-A-3528908-12200-20090127,Mariápolis,SP,2009-01-27,12200,3528908,Sudeste,Enxurradas,Hidrológico,1
SP-A-3528908-12200-20091230,Mariápolis,SP,2009-12-30,12200,3528908,Sudeste,Enxurradas,Hidrológico,1
SP-P-3528908-12200-20100301,Mariápolis,SP,2010-03-01,12200,3528908,Sudeste,Enxurradas,Hidrológico,1
SP-A-3528908-12200-20110119,Mariápolis,SP,2011-01-19,12200,3528908,Sudeste,Enxurradas,Hidrológico,1
SP-J-3529005-12100-20130113,Marília,SP,2013-01-13,12100,3529005,Sudeste,Inundações,Hidrológico,1
SP-C-3529203-12100-20091229,Martinópolis,SP,2009-12-29,12100,3529203,Sudeste,Inundações,Hidrológico,1
SP-R-3529302-12200-20130126,Matão,SP,2013-01-26,12200,3529302,Sudeste,Enxurradas,Hidrológico,1
SP-J-3529401-12300-20080221,Mauá,SP,2008-02-21,12300,3529401,Sudeste,Alagamentos,Hidrológico,1
SP-J-3529401-12300-20100119,Mauá,SP,2010-01-19,12300,3529401,Sudeste,Alagamentos,Hidrológico,1
SP-A-3529401-12100-20100226,Mauá,SP,2010-02-26,12100,3529401,Sudeste,Inundações,Hidrológico,1
SP-A-3529401-12200-20110105,Mauá,SP,2011-01-05,12200,3529401,Sudeste,Enxurradas,Hidrológico,1
SP-R-3529401-12200-20130202,Mauá,SP,2013-02-02,12200,3529401,Sudeste,Enxurradas,Hidrológico,1
SP-F-3529401-12300-20190310,Mauá,SP,2019-03-10,12300,3529401,Sudeste,Alagamentos,Hidrológico,1
SP-A-3529807-12200-20091229,Mineiros do Tietê,SP,2009-12-29,12200,3529807,Sudeste,Enxurradas,Hidrológico,1
SP-A-3529906-12200-20080112,Miracatu,SP,2008-01-12,12200,3529906,Sudeste,Enxurradas,Hidrológico,1
SP-A-3529906-12200-20090224,Miracatu,SP,2009-02-24,12200,3529906,Sudeste,Enxurradas,Hidrológico,1
SP-A-3529906-12200-20100126,Miracatu,SP,2010-01-26,12200,3529906,Sudeste,Enxurradas,Hidrológico,1
SP-C-3529906-12100-20110303,Miracatu,SP,2011-03-03,12100,3529906,Sudeste,Inundações,Hidrológico,1
SP-C-3529906-12300-20130118,Miracatu,SP,2013-01-18,12300,3529906,Sudeste,Alagamentos,Hidrológico,1
SP-F-3529906-12100-20140215,Miracatu,SP,2014-04-29,12100,3529906,Sudeste,Inundações,Hidrológico,1
SP-F-3529906-12100-20190517,Miracatu,SP,2019-05-17,12100,3529906,Sudeste,Inundações,Hidrológico,1
SP-A-3530300-12200-20091221,Mirassol,SP,2009-12-21,12200,3530300,Sudeste,Enxurradas,Hidrológico,1
SP-P-3530300-12200-20100301,Mirassol,SP,2010-03-01,12200,3530300,Sudeste,Enxurradas,Hidrológico,1
SP-J-3530508-12300-20100129,Mococa,SP,2010-01-29,12300,3530508,Sudeste,Alagamentos,Hidrológico,1
SP-J-3530607-12100-20080221,Mogi das Cruzes,SP,2008-02-21,12100,3530607,Sudeste,Inundações,Hidrológico,1
SP-C-3530607-12300-20081224,Mogi das Cruzes,SP,2008-12-24,12300,3530607,Sudeste,Alagamentos,Hidrológico,1
SP-C-3530607-12100-20090309,Mogi das Cruzes,SP,2009-03-09,12100,3530607,Sudeste,Inundações,Hidrológico,1
SP-C-3530607-12100-20091208,Mogi das Cruzes,SP,2009-12-08,12100,3530607,Sudeste,Inundações,Hidrológico,1
SP-C-3530607-12100-20100102,Mogi das Cruzes,SP,2010-01-02,12100,3530607,Sudeste,Inundações,Hidrológico,1
SP-J-3530607-12100-20100125,Mogi das Cruzes,SP,2010-01-25,12100,3530607,Sudeste,Inundações,Hidrológico,1
SP-C-3530607-12100-20101222,Mogi das Cruzes,SP,2010-12-22,12100,3530607,Sudeste,Inundações,Hidrológico,1
SP-C-3530607-12300-20130120,Mogi das Cruzes,SP,2013-01-20,12300,3530607,Sudeste,Alagamentos,Hidrológico,1
SP-F-3530607-12100-20190311,Mogi das Cruzes,SP,2019-03-11,12100,3530607,Sudeste,Inundações,Hidrológico,1
SP-R-3530805-12200-20120211,Mogi Mirim,SP,2012-02-11,12200,3530805,Sudeste,Enxurradas,Hidrológico,1
SP-A-3530904-12200-20090211,Mombuca,SP,2009-02-11,12200,3530904,Sudeste,Enxurradas,Hidrológico,1
SP-A-3530904-12200-20100123,Mombuca,SP,2010-01-23,12200,3530904,Sudeste,Enxurradas,Hidrológico,1
SP-A-3530904-12200-20100715,Mombuca,SP,2010-07-15,12200,3530904,Sudeste,Enxurradas,Hidrológico,1
SP-A-3530904-12200-20110112,Mombuca,SP,2011-01-12,12200,3530904,Sudeste,Enxurradas,Hidrológico,1
SP-F-3530904-12100-20160315,Mombuca,SP,2016-03-15,12100,3530904,Sudeste,Inundações,Hidrológico,1
SP-J-3531100-12200-20090225,Mongaguá,SP,2009-02-25,12200,3531100,Sudeste,Enxurradas,Hidrológico,1
SP-A-3531100-12200-20100404,Mongaguá,SP,2010-04-04,12200,3531100,Sudeste,Enxurradas,Hidrológico,1
SP-A-3531100-12200-20110111,Mongaguá,SP,2011-01-11,12200,3531100,Sudeste,Enxurradas,Hidrológico,1
SP-C-3531100-12300-20130110,Mongaguá,SP,2013-01-10,12300,3531100,Sudeste,Alagamentos,Hidrológico,1
SP-R-3531100-12200-20130323,Mongaguá,SP,2013-03-23,12200,3531100,Sudeste,Enxurradas,Hidrológico,1
SP-F-3531100-12300-20200302,Mongaguá,SP,2020-03-09,12300,3531100,Sudeste,Alagamentos,Hidrológico,1
SP-F-3531209-12300-20160116,Monte Alegre do Sul,SP,2016-01-16,12300,3531209,Sudeste,Alagamentos,Hidrológico,1
SP-A-3531308-12200-20111207,Monte Alto,SP,2011-12-07,12200,3531308,Sudeste,Enxurradas,Hidrológico,1
SP-R-3531605-12200-20130207,Monte Castelo,SP,2013-02-07,12200,3531605,Sudeste,Enxurradas,Hidrológico,1
SP-C-3531704-12300-20090210,Monteiro Lobato,SP,2009-02-10,12300,3531704,Sudeste,Alagamentos,Hidrológico,1
SP-J-3531704-12100-20091210,Monteiro Lobato,SP,2009-12-10,12100,3531704,Sudeste,Inundações,Hidrológico,1
SP-F-3531704-12300-20181125,Monteiro Lobato,SP,2018-11-25,12300,3531704,Sudeste,Alagamentos,Hidrológico,1
SP-A-3531803-12200-20100125,Monte Mor,SP,2010-01-25,12200,3531803,Sudeste,Enxurradas,Hidrológico,1
SP-J-3531803-12100-20110104,Monte Mor,SP,2011-01-04,12100,3531803,Sudeste,Inundações,Hidrológico,1
SP-F-3531803-12300-20190104,Monte Mor,SP,2019-01-04,12300,3531803,Sudeste,Alagamentos,Hidrológico,1
SP-F-3532009-12200-20180103,Morungaba,SP,2018-01-03,12200,3532009,Sudeste,Enxurradas,Hidrológico,1
SP-J-3532405-12100-20110103,Nazaré Paulista,SP,2011-01-03,12100,3532405,Sudeste,Inundações,Hidrológico,1
SP-C-3532405-12100-20110203,Nazaré Paulista,SP,2011-02-03,12100,3532405,Sudeste,Inundações,Hidrológico,1
SP-A-3532827-12300-20100128,Nova Campina,SP,2010-01-28,12300,3532827,Sudeste,Alagamentos,Hidrológico,1
SP-F-3532827-12100-20160111,Nova Campina,SP,2016-01-11,12100,3532827,Sudeste,Inundações,Hidrológico,1
SP-C-3533007-12100-20080314,Nova Granada,SP,2008-03-14,12100,3533007,Sudeste,Inundações,Hidrológico,1
SP-R-3533205-12300-20130101,Nova Independência,SP,2013-01-01,12300,3533205,Sudeste,Alagamentos,Hidrológico,1
SP-C-3533908-12100-20110121,Olímpia,SP,2011-01-21,12100,3533908,Sudeste,Inundações,Hidrológico,1
SP-A-3533908-12200-20110225,Olímpia,SP,2011-02-25,12200,3533908,Sudeste,Enxurradas,Hidrológico,1
SP-J-3533908-12300-20130104,Olímpia,SP,2013-01-04,12300,3533908,Sudeste,Alagamentos,Hidrológico,1
SP-C-3534401-12300-20080327,Osasco,SP,2008-03-27,12300,3534401,Sudeste,Alagamentos,Hidrológico,1
SP-C-3534401-12100-20090205,Osasco,SP,2009-02-05,12100,3534401,Sudeste,Inundações,Hidrológico,1
SP-A-3534401-12200-20091216,Osasco,SP,2009-12-16,12200,3534401,Sudeste,Enxurradas,Hidrológico,1
SP-P-3534401-12200-20100219,Osasco,SP,2010-02-19,12200,3534401,Sudeste,Enxurradas,Hidrológico,1
SP-J-3534401-12100-20101213,Osasco,SP,2010-12-13,12100,3534401,Sudeste,Inundações,Hidrológico,1
SP-R-3534401-12200-20130309,Osasco,SP,2013-03-09,12200,3534401,Sudeste,Enxurradas,Hidrológico,1
SP-J-3534609-12300-20130114,Osvaldo Cruz,SP,2013-01-14,12300,3534609,Sudeste,Alagamentos,Hidrológico,1
SP-J-3534708-12100-20130405,Ourinhos,SP,2013-04-05,12100,3534708,Sudeste,Inundações,Hidrológico,1
SP-C-3534807-12300-20090127,Ouro Verde,SP,2009-01-27,12300,3534807,Sudeste,Alagamentos,Hidrológico,1
SP-A-3534906-12200-20090127,Pacaembu,SP,2009-01-27,12200,3534906,Sudeste,Enxurradas,Hidrológico,1
SP-C-3535101-12100-20110104,Palmares Paulista,SP,2011-01-04,12100,3535101,Sudeste,Inundações,Hidrológico,1
SP-F-3535507-12200-20160120,Paraguaçu Paulista,SP,2016-01-20,12200,3535507,Sudeste,Enxurradas,Hidrológico,1
SP-C-3535606-12300-20081221,Paraibuna,SP,2008-12-21,12300,3535606,Sudeste,Alagamentos,Hidrológico,1
SP-R-3535804-12200-20130413,Paranapanema,SP,2013-04-13,12200,3535804,Sudeste,Enxurradas,Hidrológico,1
SP-A-3536109-12200-20091216,Pardinho,SP,2009-12-16,12200,3536109,Sudeste,Enxurradas,Hidrológico,1
SP-P-3536109-12200-20100305,Pardinho,SP,2010-03-05,12200,3536109,Sudeste,Enxurradas,Hidrológico,1
SP-A-3536109-12200-20110217,Pardinho,SP,2011-02-17,12200,3536109,Sudeste,Enxurradas,Hidrológico,1
SP-A-3536208-12200-20080113,Pariquera-Açu,SP,2008-01-13,12200,3536208,Sudeste,Enxurradas,Hidrológico,1
SP-A-3536208-12200-20090226,Pariquera-Açu,SP,2009-02-26,12200,3536208,Sudeste,Enxurradas,Hidrológico,1
SP-P-3536208-12200-20100427,Pariquera-Açu,SP,2010-04-27,12200,3536208,Sudeste,Enxurradas,Hidrológico,1
SP-C-3536505-12300-20090109,Paulínia,SP,2009-01-09,12300,3536505,Sudeste,Alagamentos,Hidrológico,1
SP-J-3536505-12100-20130307,Paulínia,SP,2013-03-07,12100,3536505,Sudeste,Inundações,Hidrológico,1
SP-F-3536703-12100-20160112,Pederneiras,SP,2016-01-12,12100,3536703,Sudeste,Inundações,Hidrológico,1
SP-F-3536703-12100-20170505,Pederneiras,SP,2017-05-05,12100,3536703,Sudeste,Inundações,Hidrológico,1
SP-A-3537206-12200-20090225,Pedro de Toledo,SP,2009-02-25,12200,3537206,Sudeste,Enxurradas,Hidrológico,1
SP-A-3537206-12200-20100128,Pedro de Toledo,SP,2010-01-28,12200,3537206,Sudeste,Enxurradas,Hidrológico,1
SP-F-3537206-12100-20140216,Pedro de Toledo,SP,2014-03-27,12100,3537206,Sudeste,Inundações,Hidrológico,1
SP-F-3537206-12200-20170307,Pedro de Toledo,SP,2017-03-07,12200,3537206,Sudeste,Enxurradas,Hidrológico,1
SP-F-3537206-12200-20190517,Pedro de Toledo,SP,2019-05-17,12200,3537206,Sudeste,Enxurradas,Hidrológico,1
SP-A-3537602-12200-20080112,Peruíbe,SP,2008-01-12,12200,3537602,Sudeste,Enxurradas,Hidrológico,1
SP-A-3537602-12200-20090225,Peruíbe,SP,2009-02-25,12200,3537602,Sudeste,Enxurradas,Hidrológico,1
SP-C-3537602-12300-20100107,Peruíbe,SP,2010-01-07,12300,3537602,Sudeste,Alagamentos,Hidrológico,1
SP-C-3537602-12300-20100225,Peruíbe,SP,2010-02-25,12300,3537602,Sudeste,Alagamentos,Hidrológico,1
SP-J-3537602-12200-20110228,Peruíbe,SP,2011-02-28,12200,3537602,Sudeste,Enxurradas,Hidrológico,1
SP-N-3537800-12200-20090314,Piedade,SP,2009-03-14,12200,3537800,Sudeste,Enxurradas,Hidrológico,1
SP-C-3537800-12300-20100122,Piedade,SP,2010-01-22,12300,3537800,Sudeste,Alagamentos,Hidrológico,1
SP-J-3537800-12100-20130413,Piedade,SP,2013-04-13,12100,3537800,Sudeste,Inundações,Hidrológico,1
SP-C-3537909-12300-20100108,Pilar do Sul,SP,2010-01-08,12300,3537909,Sudeste,Alagamentos,Hidrológico,1
SP-J-3537909-12100-20110106,Pilar do Sul,SP,2011-01-06,12100,3537909,Sudeste,Inundações,Hidrológico,1
SP-J-3538006-12300-20090215,Pindamonhangaba,SP,2009-02-15,12300,3538006,Sudeste,Alagamentos,Hidrológico,1
SP-D-3538303-12100-20100111,Piquerobi,SP,2010-01-11,12100,3538303,Sudeste,Inundações,Hidrológico,1
SP-A-3538501-12200-20081125,Piquete,SP,2008-11-25,12200,3538501,Sudeste,Enxurradas,Hidrológico,1
SP-C-3538501-12100-20081220,Piquete,SP,2008-12-20,12100,3538501,Sudeste,Inundações,Hidrológico,1
SP-A-3538501-12200-20090110,Piquete,SP,2009-01-10,12200,3538501,Sudeste,Enxurradas,Hidrológico,1
SP-C-3538600-12100-20090125,Piracaia,SP,2009-01-25,12100,3538600,Sudeste,Inundações,Hidrológico,1
SP-C-3538600-12200-20121119,Piracaia,SP,2012-11-19,12200,3538600,Sudeste,Enxurradas,Hidrológico,1
SP-C-3538709-12200-20091230,Piracicaba,SP,2009-12-30,12200,3538709,Sudeste,Enxurradas,Hidrológico,1
SP-J-3538709-12200-20110106,Piracicaba,SP,2011-01-06,12200,3538709,Sudeste,Enxurradas,Hidrológico,1
SP-R-3539202-12300-20111122,Pirapozinho,SP,2011-11-22,12300,3539202,Sudeste,Alagamentos,Hidrológico,1
SP-F-3539400-12200-20160113,Piratininga,SP,2016-01-13,12200,3539400,Sudeste,Enxurradas,Hidrológico,1
SP-A-3539806-12200-20100319,Poá,SP,2010-03-19,12200,3539806,Sudeste,Enxurradas,Hidrológico,1
SP-C-3540705-12300-20090224,Porto Ferreira,SP,2009-02-24,12300,3540705,Sudeste,Alagamentos,Hidrológico,1
SP-F-3540705-12100-20130223,Porto Ferreira,SP,2013-07-11,12100,3540705,Sudeste,Inundações,Hidrológico,1
SP-F-3540705-12300-20170521,Porto Ferreira,SP,2017-05-21,12300,3540705,Sudeste,Alagamentos,Hidrológico,1
SP-A-3540853-12200-20091229,Pracinha,SP,2009-12-29,12200,3540853,Sudeste,Enxurradas,Hidrológico,1
SP-P-3540853-12200-20101227,Pracinha,SP,2010-12-27,12200,3540853,Sudeste,Enxurradas,Hidrológico,1
SP-R-3540853-12200-20130114,Pracinha,SP,2013-01-14,12200,3540853,Sudeste,Enxurradas,Hidrológico,1
SP-C-3541000-12300-20091201,Praia Grande,SP,2009-12-01,12300,3541000,Sudeste,Alagamentos,Hidrológico,1
SP-J-3541059-12200-20130116,Pratânia,SP,2013-01-16,12200,3541059,Sudeste,Enxurradas,Hidrológico,1
SP-A-3541208-12200-20090113,Presidente Bernardes,SP,2009-01-13,12200,3541208,Sudeste,Enxurradas,Hidrológico,1
SP-R-3541208-12200-20130114,Presidente Bernardes,SP,2013-01-14,12200,3541208,Sudeste,Enxurradas,Hidrológico,1
SP-R-3541307-12300-20130114,Presidente Epitácio,SP,2013-01-14,12300,3541307,Sudeste,Alagamentos,Hidrológico,1
SP-A-3541505-12200-20091217,Presidente Venceslau,SP,2009-12-17,12200,3541505,Sudeste,Enxurradas,Hidrológico,1
SP-P-3541505-12200-20101005,Presidente Venceslau,SP,2010-10-05,12200,3541505,Sudeste,Enxurradas,Hidrológico,1
SP-A-3541505-12200-20110412,Presidente Venceslau,SP,2011-04-12,12200,3541505,Sudeste,Enxurradas,Hidrológico,1
SP-A-3541505-12200-20120327,Presidente Venceslau,SP,2012-03-27,12200,3541505,Sudeste,Enxurradas,Hidrológico,1
SP-J-3541505-12200-20130114,Presidente Venceslau,SP,2013-01-14,12200,3541505,Sudeste,Enxurradas,Hidrológico,1
SP-F-3541505-12300-20150309,Presidente Venceslau,SP,2015-03-17,12300,3541505,Sudeste,Alagamentos,Hidrológico,1
SP-F-3541505-12200-20160109,Presidente Venceslau,SP,2016-01-09,12200,3541505,Sudeste,Enxurradas,Hidrológico,1
SP-R-3541653-12200-20130116,Quadra,SP,2013-01-16,12200,3541653,Sudeste,Enxurradas,Hidrológico,1
SP-J-3541901-12100-20130117,Queluz,SP,2013-01-17,12100,3541901,Sudeste,Inundações,Hidrológico,1
SP-P-3542107-12200-20101019,Rafard,SP,2010-10-19,12200,3542107,Sudeste,Enxurradas,Hidrológico,1
SP-F-3542107-12300-20220130,Rafard,SP,2022-01-30,12300,3542107,Sudeste,Alagamentos,Hidrológico,1
SP-C-3542602-12100-20090225,Registro,SP,2009-02-25,12100,3542602,Sudeste,Inundações,Hidrológico,1
SP-C-3542602-12100-20100109,Registro,SP,2010-01-09,12100,3542602,Sudeste,Inundações,Hidrológico,1
SP-A-3542602-12100-20100201,Registro,SP,2010-02-01,12100,3542602,Sudeste,Inundações,Hidrológico,1
SP-C-3542602-12200-20110108,Registro,SP,2011-01-08,12200,3542602,Sudeste,Enxurradas,Hidrológico,1
SP-A-3542602-12100-20110804,Registro,SP,2011-08-04,12100,3542602,Sudeste,Inundações,Hidrológico,1
SP-C-3542602-12300-20120122,Registro,SP,2012-01-22,12300,3542602,Sudeste,Alagamentos,Hidrológico,1
SP-J-3542602-12100-20120607,Registro,SP,2012-06-07,12100,3542602,Sudeste,Inundações,Hidrológico,1
SP-A-3542800-12200-20110801,Ribeira,SP,2011-08-01,12200,3542800,Sudeste,Enxurradas,Hidrológico,1
SP-R-3542909-12200-20130112,Ribeirão Bonito,SP,2013-01-12,12200,3542909,Sudeste,Enxurradas,Hidrológico,1
SP-C-3543006-12100-20100122,Ribeirão Branco,SP,2010-01-22,12100,3543006,Sudeste,Inundações,Hidrológico,1
SP-J-3543253-12100-20100122,Ribeirão Grande,SP,2010-01-22,12100,3543253,Sudeste,Inundações,Hidrológico,1
SP-F-3543253-12100-20170128,Ribeirão Grande,SP,2017-01-28,12100,3543253,Sudeste,Inundações,Hidrológico,1
SP-J-3543303-12300-20080221,Ribeirão Pires,SP,2008-02-21,12300,3543303,Sudeste,Alagamentos,Hidrológico,1
SP-J-3543303-12100-20091206,Ribeirão Pires,SP,2009-12-06,12100,3543303,Sudeste,Inundações,Hidrológico,1
SP-A-3543303-12200-20100120,Ribeirão Pires,SP,2010-01-20,12200,3543303,Sudeste,Enxurradas,Hidrológico,1
SP-C-3543303-12100-20101203,Ribeirão Pires,SP,2010-12-03,12100,3543303,Sudeste,Inundações,Hidrológico,1
SP-C-3543303-12100-20110207,Ribeirão Pires,SP,2011-02-07,12100,3543303,Sudeste,Inundações,Hidrológico,1
SP-C-3543303-12200-20110309,Ribeirão Pires,SP,2011-03-09,12200,3543303,Sudeste,Enxurradas,Hidrológico,1
SP-C-3543303-12300-20130103,Ribeirão Pires,SP,2013-01-03,12300,3543303,Sudeste,Alagamentos,Hidrológico,1
SP-R-3543303-12200-20130212,Ribeirão Pires,SP,2013-02-12,12200,3543303,Sudeste,Enxurradas,Hidrológico,1
SP-J-3543402-12100-20080116,Ribeirão Preto,SP,2008-01-16,12100,3543402,Sudeste,Inundações,Hidrológico,1
SP-J-3543402-12100-20080223,Ribeirão Preto,SP,2008-02-23,12100,3543402,Sudeste,Inundações,Hidrológico,1
SP-C-3543402-12100-20080406,Ribeirão Preto,SP,2008-04-06,12100,3543402,Sudeste,Inundações,Hidrológico,1
